s,v_los,theta,s_error,v_los_error
98.32951689530442,-116.48232473826529,0.019309123328907447,0.1,20
102.50748063109049,151.76070019472368,0.008224058623499298,0.1,20
101.87845169298706,161.1404153604819,0.017700500323795568,0.1,20
101.07394703196475,-63.537892912468564,0.0019836628823077023,0.1,20
99.15220442257562,80.88402211083599,0.007721118401584365,0.1,20
100.38525983301392,-58.433998288349365,0.006767088946843558,0.1,20
99.16332833884856,-45.77053172939658,0.02413591558811712,0.1,20
99.54304965482295,-64.77111765661918,0.02677448823157972,0.1,20
98.61398181452647,-36.99466435423837,0.014653301662459846,0.1,20
97.62741841807642,-46.784369045894636,0.010167869964409179,0.1,20
99.05825898707891,-24.23338297329159,0.017642063961328516,0.1,20
99.50490502614157,-110.43918038785597,0.01608663010632294,0.1,20
97.77870556860324,-154.38946940436813,0.013843680134614159,0.1,20
99.73679645752671,51.5924928579514,0.009683512631928634,0.1,20
101.17427794646802,41.413315837100654,0.017781147705086205,0.1,20
98.83196733718935,-137.39264182957663,0.02639837718568694,0.1,20
100.42861290999981,-70.94324984501083,0.006818469734630419,0.1,20
100.38157245569116,-87.19539904779434,0.008270303077297272,0.1,20
98.55724640506816,-32.408721394226774,0.02452257076700162,0.1,20
101.66006992066959,32.593470083800355,0.018365179654314223,0.1,20
97.86082253335023,-257.74213402842594,0.01961839501192314,0.1,20
100.60209412724915,0.6341265497310609,0.015409127397254807,0.1,20
99.29320579157039,-8.718438233836043,0.008542247958592023,0.1,20
101.49905075591457,42.03087109277412,0.010517325893575366,0.1,20
99.88522139091512,-16.059158097184564,0.015698780088405154,0.1,20
101.74048609418445,131.44172604132257,0.021026213002049224,0.1,20
100.74513219609855,6.6512768820508015,0.020166518772064396,0.1,20
98.01022149625346,-158.9185211176393,0.014649981272129057,0.1,20
100.33112745781453,32.41044461775585,0.021584984376466873,0.1,20
101.26589600165991,71.38831417477985,0.010337167074424117,0.1,20
100.30165707742312,-14.706809488740324,0.01281544837180466,0.1,20
101.72001196591727,128.80994950000627,0.005816977824846292,0.1,20
99.30121149168615,-22.459045745643003,0.024355981164245023,0.1,20
101.17688161600596,16.728801500721953,0.013857514173894917,0.1,20
102.2435098796003,79.9300014735484,0.0038277281385570303,0.1,20
98.9043730022037,20.81895571075513,0.01365052540892036,0.1,20
99.57133655726555,33.515566498036776,0.007774063563855276,0.1,20
99.58633393951166,16.986799903457538,0.010417266321783393,0.1,20
100.44146504605398,-23.553762802465883,0.012548894785880234,0.1,20
98.6294302683149,-99.16309172591396,0.02050186801741923,0.1,20
98.353240498769,-126.35930028757116,0.019384976756516924,0.1,20
99.89405220263683,-61.47212725438548,0.027926971438991238,0.1,20
100.50577294855894,-21.829051878871834,0.011019471602507649,0.1,20
99.61970093162576,124.34128886049906,0.010230219922130333,0.1,20
99.90795380107595,-69.71464800979192,0.011718620073231418,0.1,20
101.87760779507195,168.7166332955927,0.01631059389003741,0.1,20
101.45069822689062,24.946601745137656,0.02220873379910248,0.1,20
100.45926158252321,21.638839807640743,0.01764945160967754,0.1,20
99.50809955440035,-57.866293171669014,0.014897793712437204,0.1,20
99.00455565565592,-3.7396164716604616,0.020067391623790887,0.1,20
101.08540556942286,-81.55156827476009,0.021734368300894258,0.1,20
98.70235103555314,73.72508521151815,0.0005091474051847954,0.1,20
99.91816284877277,-30.65854525743715,0.01875850954315365,0.1,20
98.55927600180019,-58.53981880169345,0.011352173234967278,0.1,20
98.31911597531521,-96.2830407711648,0.0022379758601848688,0.1,20
100.12967987921526,107.0355819040486,0.013736456617836547,0.1,20
100.87220140568726,-3.0454019714640097,0.021561692377159162,0.1,20
100.12385991131556,-45.624876867633475,0.015609732749527257,0.1,20
100.97969199135704,72.65215437849164,0.012562175532545747,0.1,20
100.15929354068955,-30.9353188444018,0.011383611972441414,0.1,20
101.30494245253223,49.92380941844606,0.009452148596990544,0.1,20
100.13082487875684,-7.206069712634868,0.02491894491785169,0.1,20
98.465967126808,-70.90899472785729,0.007761224165078494,0.1,20
98.3756516224149,-159.24434866710573,0.010832609960934948,0.1,20
100.8454665995315,-13.289879642166131,0.012291630253590766,0.1,20
102.25624632682617,161.931620638402,0.0081441168365925,0.1,20
101.35084946428904,29.861962155331963,0.00984985212863103,0.1,20
101.45444098016856,-3.8712306950081157,0.010393622259883318,0.1,20
98.8062745466134,-31.03333342891121,0.017243119971244805,0.1,20
102.17351725581291,184.56315278655666,0.01027103647972917,0.1,20
102.06129240275885,139.79113780256165,0.008113921534782085,0.1,20
98.48562515143001,-63.12262708963981,0.021968859558451993,0.1,20
98.72186269370098,-32.32446894956904,0.007185057933929748,0.1,20
101.90142114643287,30.511671068475053,0.015442146879249226,0.1,20
98.86718378640957,-17.071910087319075,0.01593854702340199,0.1,20
99.23858490109902,-33.78304175487462,0.005559722137938379,0.1,20
99.55952418898944,-95.81302198991914,0.025095400813391525,0.1,20
97.9073383212588,-89.0487744222568,0.003608641734204768,0.1,20
100.92179757895384,30.326167286224845,0.013361409791012954,0.1,20
101.32477279504556,73.32509721435171,0.012662384257695072,0.1,20
100.15218864021874,-78.5569155031863,0.011621045517887969,0.1,20
100.79268497022824,73.44475297108548,0.01907680512725858,0.1,20
100.98076433410097,72.65711508286616,0.016562785277790044,0.1,20
100.20523628523665,60.89314940522205,0.015853005889577138,0.1,20
98.6542128700546,-103.12229286702322,0.01973215386238308,0.1,20
98.76924168806305,-26.723377024629016,0.023820712654533123,0.1,20
101.74854816360401,118.95615090886733,0.008053630258123185,0.1,20
99.73977645608322,8.475064483480052,0.028145292466195876,0.1,20
98.8033497048123,83.51114165018646,0.003754398377292665,0.1,20
98.8230461028906,-53.71169622295744,0.0073686041301416925,0.1,20
100.31849658503747,1.3308019511360065,0.0189166650482857,0.1,20
100.09771766369671,31.07828422996668,0.012037468180975381,0.1,20
99.76201000106454,-24.14694242579096,0.02299785976241999,0.1,20
100.03820948187922,-55.570941386324755,0.011826041145231838,0.1,20
99.83598424358713,-22.554414462681482,0.017669109440351438,0.1,20
98.42577189148557,-61.90663254908034,0.020065243159946473,0.1,20
100.65436230644025,83.5263094309305,0.013190480118541688,0.1,20
99.24895551953703,58.61258880974467,0.01972550248913818,0.1,20
100.02847875631561,10.68325902754099,0.02638369920159692,0.1,20
99.15292060202765,-67.76420408588172,0.024292080463558484,0.1,20
99.3893416162421,-33.12572397535409,0.023317801920123508,0.1,20
101.712308910839,67.180034684415,0.0188564072928626,0.1,20
101.94222597454652,122.43237755810195,0.012509571242038511,0.1,20
99.83055711303763,0.11851773162234291,0.010768362971034288,0.1,20
99.13115746974539,-72.54046249482312,0.017057440026219985,0.1,20
99.9799385005863,7.747193142002915,0.013919287308545508,0.1,20
100.35232518698761,-107.27402100878798,0.023534860031799897,0.1,20
98.26684200383025,-0.04085067793769781,0.00638132219900772,0.1,20
100.50441458444486,17.318545150525935,0.01752848409049563,0.1,20
98.7161128688119,13.102463506211322,0.01792891141798326,0.1,20
99.58725524426045,-51.25237513341365,0.014589566533221052,0.1,20
101.23034588256336,32.457671857627766,0.017016792302828574,0.1,20
100.81625992406826,-88.99317358312396,0.01296123636676418,0.1,20
102.011281851476,25.294992634163307,0.013522018134701589,0.1,20
101.90199379968124,181.64596474177938,0.015989191818556937,0.1,20
99.73322239714649,83.07809681055396,0.011514213878698717,0.1,20
98.96730134431517,-44.30525469149142,0.02115218261990405,0.1,20
99.63459037395259,-82.34867702014778,0.02583095714718878,0.1,20
100.7053811820463,104.45090311620176,0.014259420681968352,0.1,20
100.69453759730686,63.75545087163137,0.01083655159819269,0.1,20
100.79438419974119,-114.53612792242014,0.004850173248036531,0.1,20
101.75736621932087,47.16015151237976,0.006937124952093004,0.1,20
100.67419776686425,114.09741243342174,0.020487038635875858,0.1,20
100.82393587628145,-18.933102852929935,0.013554546013769516,0.1,20
101.0582240563269,14.268738106114746,0.010962376832628847,0.1,20
97.90688699082908,-247.6627369154089,0.018564985315755022,0.1,20
101.56146848390642,116.58719421303982,0.010572019386503427,0.1,20
98.2594151931567,-54.158486620311294,0.0016575389915212634,0.1,20
100.55243099955229,37.8762650871919,0.02716881359184198,0.1,20
99.8827966117394,2.9197688324132667,0.02515750407700885,0.1,20
101.4701113745512,121.13794439023258,0.015164137107638037,0.1,20
99.83782659471615,18.908842399902408,0.026795576136039147,0.1,20
100.46063640740181,-42.393209154853295,0.014771917621619567,0.1,20
98.94633632432934,-128.7133749223304,0.02185331105605548,0.1,20
99.23589073072412,-28.957212446498247,0.011856271791046003,0.1,20
99.20381103489714,7.4354949976562885,0.014808223790004188,0.1,20
101.94969253330605,36.90853740386495,0.011049426500978055,0.1,20
101.21294882067163,30.804291250088628,0.012238499050542074,0.1,20
101.79027972079938,107.17148367848833,0.0162988055903935,0.1,20
100.84124609187657,36.39279498298765,0.011592495876161865,0.1,20
101.89165530354917,-22.8319351128493,0.00141210379580966,0.1,20
99.2925714801756,-123.88188496112124,0.023754440596497454,0.1,20
99.29901608200619,-84.13926970837824,0.014943435602760931,0.1,20
99.340564385841,-32.08083834621704,0.01890498379827673,0.1,20
101.390154897296,115.99681701412494,0.015163348504739216,0.1,20
99.3221845163009,-75.862485365852,0.013556243256052907,0.1,20
99.48893511249186,4.83983635737512,0.02734787292945434,0.1,20
97.4578376353667,-77.5520086528426,0.010283352632406106,0.1,20
101.59219393778262,48.72282417641313,0.016148915771326516,0.1,20
101.87077856857093,97.85472107841355,0.007731078331839625,0.1,20
98.73170152648282,7.937540605888227,0.01083112519430594,0.1,20
100.57935366675947,89.06875798894204,0.017894304326163454,0.1,20
99.47880561135823,-38.50769375001775,0.010223587632649888,0.1,20
100.9741133479301,-70.84070720110111,0.010103479880218822,0.1,20
101.8486691178576,80.3084405078014,0.00979264734121147,0.1,20
101.06944347187658,42.04041356786558,0.017041955845339306,0.1,20
99.7159888733195,79.86837046036412,0.01978265946575617,0.1,20
98.71533895339827,40.33667797695593,0.01603068240744946,0.1,20
99.55800899453784,1.5325212651312157,0.008555716819074818,0.1,20
99.56570520776792,-85.04463494396329,0.01150218913647633,0.1,20
98.67188133534258,-138.23127383171806,0.024331204055774873,0.1,20
98.2921340989079,-75.76379546528482,0.007259776949311159,0.1,20
101.52047328268957,66.98477526053566,0.00781177047006263,0.1,20
98.79147745749673,-42.52715039272359,0.01618880046734388,0.1,20
100.73049035942665,2.499759229428875,0.021877091015001526,0.1,20
98.25458344422763,-56.616400528160455,0.007708443499343577,0.1,20
98.87856141566161,-71.17317109468223,0.01235955572489975,0.1,20
101.57805736146443,127.90416841211082,0.014255578162408128,0.1,20
100.09949762034807,24.50128448151991,0.012091357089952069,0.1,20
98.5437193138965,-116.39490245256165,0.022909788643341294,0.1,20
99.85739299668953,80.53534942793823,0.02750360189724583,0.1,20
99.37860024245971,34.117543746084905,0.02263737499709015,0.1,20
98.96596004195416,-14.604059193553198,0.017079414329522775,0.1,20
98.0420878294844,-210.77290862427992,0.013901873243565281,0.1,20
101.71820419005671,84.15487330551338,0.009846604078391608,0.1,20
102.09282484648925,165.18463268994446,0.01613434892431909,0.1,20
101.99035080524163,117.27957251286836,0.006334590109707698,0.1,20
99.68473419735966,30.23967115487701,0.021289011241139515,0.1,20
99.1758531090839,92.17874256722911,0.007045561216298834,0.1,20
101.9943987669498,128.41684911710053,0.01794553628389831,0.1,20
100.74770759411612,115.75984650300747,0.02182593757989558,0.1,20
99.34913341283082,-61.68650450862081,0.013555776180780896,0.1,20
98.21193075973899,-156.4526050412419,0.016775437114394397,0.1,20
99.97437299913143,-3.9293689786578403,0.016576405608577583,0.1,20
101.28300734362105,28.96728148303759,0.016102355460838835,0.1,20
100.75022916114843,-68.29643151225991,0.008187873725464104,0.1,20
100.1577751594194,55.334211762845264,0.021258920240407028,0.1,20
101.07496929860653,138.03574914358308,0.017158871831401933,0.1,20
100.42753006091148,-10.846402569553074,0.011513810358280004,0.1,20
100.48440263787712,-27.1162845334015,0.01770417468008036,0.1,20
101.39856484691961,-28.638519172069962,0.02090523425127978,0.1,20
100.52940004172878,-101.89568994875059,0.007165758164193321,0.1,20
97.58709617554777,-139.86278229048284,0.010506993178171511,0.1,20
99.15890410216933,-52.449636565303315,0.023845582162854557,0.1,20
97.70072963821602,-81.36678882422584,0.015358232759389252,0.1,20
99.43524529950186,-20.18786466120406,0.025399589464420995,0.1,20
101.02124493246961,12.94065448703272,0.009962162232140144,0.1,20
97.78953160795466,-116.9078994283389,0.015692032623061087,0.1,20
99.13728327335753,34.328982810385966,0.0188852345891137,0.1,20
99.06828987870212,-12.395269829904361,0.013612658977833442,0.1,20
101.25382534193723,60.28219998452337,0.005318248464800902,0.1,20
100.20082336557772,-36.51671507544042,0.024236463915267143,0.1,20
99.57746272321623,34.77357779262544,0.01672349154344721,0.1,20
99.96204751887221,-14.113626595359637,0.02503893219183706,0.1,20
100.11065199068837,-135.08201797465168,0.022680424329695352,0.1,20
102.32655087507436,100.43464289035971,0.009856541409090577,0.1,20
98.08208527150316,-116.6286638929313,0.005245417307126873,0.1,20
99.2445413438349,103.09908702889722,0.0018660666310330576,0.1,20
101.01176616766158,63.2351907469881,0.017072623363848825,0.1,20
100.58259140471854,115.45517239800867,0.0189632023070376,0.1,20
99.90603358396265,-60.126007382612244,0.02362070129615361,0.1,20
100.95266149044319,-155.29375535708525,0.006159486992639023,0.1,20
100.12719366101055,96.9754706328507,0.014999673014486755,0.1,20
101.40440055134594,44.39687372142644,0.010582702011827037,0.1,20
100.62440453743926,-5.949983856110158,0.023290723179746637,0.1,20
100.34895045793552,1.2859672055153197,0.0066795831481372995,0.1,20
100.9318922168007,105.20434424081438,0.023584254460472347,0.1,20
97.7582215868017,-200.16338599299718,0.010467208581089996,0.1,20
99.73068889074854,70.80895843168493,0.01368090957509283,0.1,20
101.07000846708304,70.43381786767839,0.017225080309551805,0.1,20
101.13885321153704,-29.39165535166419,0.018629066049863828,0.1,20
97.71584855814959,-170.91938610178386,0.013499919891184488,0.1,20
102.39093906211184,127.84448611292609,0.01526755561394632,0.1,20
99.74516005556072,74.08076228561728,0.011627799190295865,0.1,20
100.82542346050549,-6.076712404347887,0.015951281797952275,0.1,20
102.31238576548832,122.41294305032827,0.01611509273119628,0.1,20
98.22579580952097,-58.10537330219207,0.019929681841671824,0.1,20
98.34792682837718,-120.91062474754968,0.013575307513234275,0.1,20
99.63166879209334,-45.84497801912842,0.024986860105562288,0.1,20
100.32174159553622,-62.855826633307615,0.017510638829604956,0.1,20
98.53728616248667,-113.67331868362086,0.022901749070936527,0.1,20
101.67125954546081,97.46502039316135,0.006705084182009613,0.1,20
100.8099617664247,-174.3938400433263,0.006189220388799962,0.1,20
101.18890429308607,32.839806258091386,0.01424776724979453,0.1,20
98.95143446263965,-25.55309096839521,0.0179427401102036,0.1,20
101.86256785456854,-54.91270233944431,0.00440764079757771,0.1,20
100.45511502759607,-65.76604594840593,0.007557961272189302,0.1,20
98.85460721953648,-123.53256747859956,0.02332276414426557,0.1,20
100.8284383185313,39.58096841629769,0.01782460104422358,0.1,20
98.31188720896107,-102.75917534931511,0.0137489123441117,0.1,20
98.913870481627,-18.092357985032173,0.019332866556598147,0.1,20
99.91735714042119,18.825569891989787,0.027897316564509847,0.1,20
100.80093180939438,-63.46304776074618,0.010701444236603875,0.1,20
99.94076040674206,96.23683622787853,0.013988916195566546,0.1,20
101.19183320350527,126.81011510384246,0.013504045464149388,0.1,20
99.33796089948532,76.49023380871624,0.02378476170784852,0.1,20
99.44525647428239,-139.06429644373264,0.01649997595827764,0.1,20
98.09184316014284,-205.99460321532555,0.0204780509931294,0.1,20
99.10776187237703,83.75792310590296,0.012700385926360944,0.1,20
100.41300490971074,36.313607975379995,0.013425958074668325,0.1,20
100.59486738466326,11.929824634406485,0.025547765910308256,0.1,20
98.37588029915668,-71.21046735923866,0.008061146066927219,0.1,20
102.11774796728211,119.85425496654315,0.01477038600049289,0.1,20
99.65983176157809,75.29833335292031,0.007333563140922978,0.1,20
100.62735788387742,-114.32828595066759,0.006272178633519067,0.1,20
100.23397554323547,72.5572418268461,0.026866242255994422,0.1,20
100.68612535790757,8.006066217942873,0.02620661949763476,0.1,20
98.74977646480782,39.489145072761204,0.0057559936530774385,0.1,20
100.19921974782037,-34.0886693465598,0.023238861453883007,0.1,20
99.01208859984489,-119.1686304392068,0.024066073306481174,0.1,20
101.37121515103904,118.23970046177823,0.017615015392116632,0.1,20
99.47797483843071,14.669167417408424,0.02393549855150041,0.1,20
98.77472325601923,-41.19765925885501,0.013406354052640906,0.1,20
98.05910929401023,-37.67547415773817,0.008816344677441338,0.1,20
100.0373983066646,-21.429512395950784,0.026536315300205934,0.1,20
98.6909425458703,-1.2819577391766188,0.010428392889864255,0.1,20
100.61164182056493,-4.351447269842512,0.012007980324504527,0.1,20
100.71126817567328,-9.530947709489581,0.016526242558823394,0.1,20
99.29806975523455,-32.01782927771215,0.026166966856980577,0.1,20
99.54015143539024,42.19972069050955,0.008781420147253152,0.1,20
98.60790465052308,-8.781105130666653,0.02032445905528126,0.1,20
100.50683001527938,-45.122383982372696,0.015311275294968316,0.1,20
98.38886902430454,-41.68357790434804,0.01123932398408017,0.1,20
100.64237651839889,3.1951919002529188,0.0159380040326321,0.1,20
100.95631543813371,-62.42339371702239,0.0062027147169062945,0.1,20
99.85127732811661,69.90510777648153,0.012459500667456394,0.1,20
101.20347226300478,55.19695643635721,0.018605842420217907,0.1,20
99.69543545347243,14.665603747354485,0.011579095695333112,0.1,20
101.33898770460665,77.88512617360516,0.0234115884387041,0.1,20
99.30482912571871,-43.80298127299595,0.019610697224632052,0.1,20
101.80386456776183,106.94835432475847,0.014817446639684553,0.1,20
99.11426427363499,-116.83141032259152,0.01796152251336512,0.1,20
100.31551931341832,14.15327347586136,0.01869104208442036,0.1,20
100.32615764902658,50.08993514500249,0.01831612797526404,0.1,20
99.63335149389876,27.58105583601365,0.012415651401916377,0.1,20
99.558554838805,-19.058593944922652,0.014404760847762814,0.1,20
100.17733822315472,15.476272213877447,0.022862219884498006,0.1,20
